,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
-5,397.52759415747596,778.3937333234512,1104.0898112896552,646.4773255365403,254.63953388987233,664.3774321356519,541.580195697617,690.193138927498,171.68252193329374,294.80242455733725,425.7252231137474,440.86150882979933,640.9439948330851,495.5694883748803,411.8563880712747,374.42620224793836,543.1746966354489,1513.9089053517207,476.83035714285717,597.8870190930712,425.9569423523835,861.4700211829339,420.38203751329485,386.42100028126043,649.0492463679283,296.1596876519571,421.09481600610303,785.4610761080895,233.4415895412226,554.2266298646729
-4,397.52759415747596,778.3937333234512,1104.0898112896552,646.4773255365403,254.63953388987233,664.3774321356519,541.580195697617,690.193138927498,171.68252193329374,294.80242455733725,425.7252231137474,440.86150882979933,640.9439948330851,495.5694883748803,411.8563880712747,374.42620224793836,543.1746966354489,1513.9089053517207,476.83035714285717,597.8870190930712,425.9569423523835,861.4700211829339,420.38203751329485,386.42100028126043,649.0492463679283,296.1596876519571,421.09481600610303,785.4610761080895,233.4415895412226,554.2266298646729
-3,397.52759415747596,778.3937333234512,1104.0898112896552,646.4773255365403,254.63953388987233,664.3774321356519,541.580195697617,690.193138927498,171.68252193329374,294.80242455733725,425.7252231137474,440.86150882979933,640.9439948330851,495.5694883748803,411.8563880712747,374.42620224793836,543.1746966354489,1513.9089053517207,476.83035714285717,597.8870190930712,425.9569423523835,861.4700211829339,420.38203751329485,386.42100028126043,649.0492463679283,296.1596876519571,421.09481600610303,785.4610761080895,233.4415895412226,554.2266298646729
-2,397.52759415747596,778.3937333234512,1104.0898112896552,646.4773255365403,254.63953388987233,664.3774321356519,541.580195697617,690.193138927498,171.68252193329374,294.80242455733725,425.7252231137474,440.86150882979933,640.9439948330851,495.5694883748803,411.8563880712747,374.42620224793836,543.1746966354489,1513.9089053517207,476.83035714285717,597.8870190930712,425.9569423523835,861.4700211829339,420.38203751329485,386.42100028126043,649.0492463679283,296.1596876519571,421.09481600610303,785.4610761080895,233.4415895412226,554.2266298646729
-1,397.52759415747596,781.1276994785214,1104.0898112896552,646.4773255365403,254.63953388987233,664.3774321356519,541.580195697617,690.193138927498,171.68252193329374,294.80242455733725,425.7252231137474,440.86150882979933,640.9439948330851,495.5694883748803,411.8563880712747,374.42620224793836,543.1746966354489,1513.9089053517207,476.83035714285717,597.8870190930712,425.9569423523835,861.4700211829339,420.38203751329485,386.42100028126043,649.0492463679283,296.1596876519571,421.09481600610303,785.4610761080895,233.4415895412226,554.2266298646729
0,397.52759415747596,781.1276994785214,1088.7124285378688,646.4773255365403,254.63953388987233,664.3774321356519,533.7172051020574,690.193138927498,157.40318731680293,294.80242455733725,412.68510814028514,440.86150882979933,686.2087214648525,495.5694883748803,411.8563880712747,367.3904363570503,557.7754184044953,1513.9089053517207,476.83035714285717,585.0016347605325,425.9569423523835,834.8402400442048,420.38203751329485,386.42100028126043,649.0492463679283,296.1596876519571,421.09481600610303,785.4610761080895,233.4415895412226,554.2266298646729
1,397.52759415747596,781.1276994785214,1088.7124285378688,634.7043526636628,271.17681125349236,664.3774321356519,516.7663281282217,750.6662471958537,157.40318731680293,294.80242455733725,410.0440656378888,440.86150882979933,665.039319916393,550.2097829771576,411.8563880712747,355.11123223276684,542.8603065744309,1513.9089053517207,444.7323411001631,585.0016347605325,425.9569423523835,834.8402400442048,413.0311171070931,386.42100028126043,649.0492463679283,296.1596876519571,412.49578313156826,785.4610761080895,233.4415895412226,554.2266298646729
2,397.52759415747596,781.1276994785214,1088.7124285378688,634.7043526636628,271.17681125349236,664.3774321356519,516.7663281282217,750.6662471958537,157.40318731680293,294.80242455733725,410.0440656378888,440.86150882979933,665.039319916393,550.2097829771576,411.8563880712747,355.11123223276684,542.8603065744309,1513.9089053517207,444.7323411001631,585.0016347605325,425.9569423523835,834.8402400442048,413.0311171070931,386.42100028126043,649.0492463679283,296.1596876519571,412.49578313156826,785.4610761080895,233.4415895412226,554.2266298646729
3,397.52759415747596,781.1276994785214,1088.7124285378688,634.7043526636628,271.17681125349236,664.3774321356519,516.7663281282217,750.6662471958537,157.40318731680293,294.80242455733725,410.0440656378888,440.86150882979933,665.039319916393,550.2097829771576,411.8563880712747,355.11123223276684,542.8603065744309,1513.9089053517207,444.7323411001631,585.0016347605325,425.9569423523835,834.8402400442048,413.0311171070931,386.42100028126043,649.0492463679283,296.1596876519571,412.49578313156826,785.4610761080895,233.4415895412226,554.2266298646729
4,397.52759415747596,781.1276994785214,1088.7124285378688,634.7043526636628,271.17681125349236,664.3774321356519,516.7663281282217,750.6662471958537,157.40318731680293,294.80242455733725,410.0440656378888,440.86150882979933,665.039319916393,550.2097829771576,411.8563880712747,355.11123223276684,542.8603065744309,1513.9089053517207,444.7323411001631,585.0016347605325,425.9569423523835,834.8402400442048,413.0311171070931,386.42100028126043,649.0492463679283,296.1596876519571,412.49578313156826,785.4610761080895,233.4415895412226,554.2266298646729
5,397.52759415747596,781.1276994785214,1088.7124285378688,634.7043526636628,271.17681125349236,664.3774321356519,516.7663281282217,750.6662471958537,157.40318731680293,294.80242455733725,410.0440656378888,440.86150882979933,665.039319916393,550.2097829771576,411.8563880712747,355.11123223276684,542.8603065744309,1513.9089053517207,444.7323411001631,585.0016347605325,425.9569423523835,834.8402400442048,413.0311171070931,386.42100028126043,649.0492463679283,296.1596876519571,412.49578313156826,785.4610761080895,233.4415895412226,554.2266298646729
